#OTUID	C_2	C_34	C_36	C_49	P10_11	P10_13	P10_18	P10_54	P10_55	P10_57	P20_1	P20_3	P20_16	P20_37	P20_41	P20_52	W10_14	W10_15	W10_21	W10_31	W10_33	W10_53	W20_4	W20_8	W20_23	W20_50	W20_51	W20_56	taxonomy
487	2710000	6803333.333	5730000	4596666.667	6086666.667	18966666.67	778666.6667	2490000	4850000	1710000	576000	2286666.667	3336666.667	871333.3333	862333.3333	25266666.67	20033333.33	1993333.333	5350000	7493333.333	1680000	855000	1610000	711666.6667	984333.3333	389333.3333	237000	0	 cathelicidin antimicrobial peptide preproprotein [Homo sapiens]
488	3986000	1927000	1165333.333	3640000	4120000	3156666.667	2470000	2137666.667	3306666.667	0	1161000	1029666.667	1870000	2223333.333	1763333.333	2028666.667	4047000	1225000	3060666.667	4260000	3063333.333	1792000	4253333.333	1130000	617000	560000	288666.6667	461666.6667	 cathepsin B preproprotein [Homo sapiens]
489	22366666.67	23666666.67	15400000	28166666.67	56100000	26933333.33	20033333.33	13200000	18200000	18800000	19900000	19266666.67	12420000	14533333.33	19566666.67	15400000	16733333.33	9766666.667	16866666.67	22433333.33	23633333.33	10190000	11666666.67	9480000	7100000	4810000	1950000	7846666.667	 cathepsin D preproprotein [Homo sapiens]
490	2096666.667	2646666.667	1358666.667	2406666.667	13010000	3333333.333	5923333.333	1596666.667	3693333.333	0	2203333.333	1980000	1423333.333	1286666.667	2203333.333	1453333.333	1570000	631666.6667	1970000	2470000	2650000	1139666.667	1876666.667	658333.3333	527000	661333.3333	0	309000	 cathepsin S isoform 1 preproprotein [Homo sapiens]
491	803500	462500	0	1563333.333	1509000	0	840666.6667	0	0	0	773000	866000	595500	64000	993500	0	0	0	0	1423333.333	253333.3333	0	0	0	0	0	0	0	 cathepsin Z preproprotein [Homo sapiens]
492	0	0	0	0	0	0	0	0	0	0	2170000	0	853000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 cation-independent mannose-6-phosphate receptor precursor [Homo sapiens]
493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110000	0	0	0	0	0	0	0	0	0	0	 cation channel sperm-associated protein 2 isoform 5 [Homo sapiens]
494	1465000	0	6206666.667	140000	0	0	395333.3333	615333.3333	0	2816666.667	57666.66667	317666.6667	187000	0	270666.6667	797666.6667	0	0	209333.3333	123000	0	486000	112000	2716666.667	154666.6667	57000	92000	72333.33333	 cationic amino acid transporter 3 [Homo sapiens]
495	14633333.33	16366666.67	19733333.33	8500000	10256666.67	8296666.667	11100000	13166666.67	14633333.33	22833333.33	11416666.67	12800000	13400000	12186666.67	13833333.33	12490000	11043333.33	9770000	15033333.33	12143333.33	13500000	14533333.33	18666666.67	10940000	10276666.67	4003333.333	1736666.667	3743333.333	 caveolin-1 isoform alpha [Homo sapiens]
496	0	1029000	0	750000	4171333.333	0	0	1100066.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 CCR4-NOT transcription complex subunit 1 isoform a [Homo sapiens]
497	0	0	0	0	264000	78366.66667	17400	0	0	777000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 CD166 antigen isoform 1 precursor [Homo sapiens]
498	0	0	0	0	0	0	0	0	0	0	14160000	14040000	13820000	9470000	11353333.33	12300000	19233333.33	4291000	14100000	13933333.33	9160000	12735000	11863333.33	8880000	5296666.667	8176666.667	7680000	6903333.333	 CD180 antigen precursor [Homo sapiens]
499	867666.6667	978000	878666.6667	901000	1868333.333	1343333.333	490000	735333.3333	1973333.333	336666.6667	1271333.333	645000	523333.3333	1004000	605666.6667	835000	801000	497000	1252333.333	930666.6667	867333.3333	710333.3333	835333.3333	791333.3333	491000	320333.3333	0	283500	 CD44 antigen isoform 1 precursor [Homo sapiens]
500	0	2076666.667	0	3080000	3453333.333	1455533.333	2156666.667	0	2453333.333	1550000	2340000	0	1913333.333	0	1880000	0	2643333.333	1721333.333	0	3140000	2470000	1470000	0	0	0	0	0	0	 CD63 antigen isoform A [Homo sapiens]
501	540666.6667	2805000	691000	2350666.667	641333.3333	476666.6667	0	435666.6667	384333.3333	0	433000	1960000	600666.6667	418333.3333	410333.3333	449000	0	319666.6667	372333.3333	447333.3333	0	380666.6667	392666.6667	276000	263333.3333	59000	0	0	 CD9 antigen [Homo sapiens]
502	0	0	0	0	0	0	211000	147000	0	0	0	0	0	0	0	0	0	0	111000	0	0	0	0	0	0	0	0	0	 CDGSH iron-sulfur domain-containing protein 1 [Homo sapiens]
503	0	0	0	0	0	0	0	0	0	0	134000	325000	111833.3333	0	545000	574333.3333	0	0	0	0	0	0	509000	23000	0	430333.3333	60000	167000	 CDK5 regulatory subunit-associated protein 3 isoform b [Homo sapiens]
504	1286666.667	1101000	865000	1090000	1508333.333	690000	1109666.667	2780000	521000	2616666.667	744333.3333	341000	304333.3333	746333.3333	504000	2176666.667	1840000	903500	1001333.333	440000	741666.6667	622666.6667	490333.3333	194666.6667	0	0	796000	0	 cell cycle and apoptosis regulator protein 2 [Homo sapiens]
505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264666.667	0	0	0	0	0	0	0	0	 cell cycle checkpoint protein RAD1 [Homo sapiens]
506	0	0	130333.3333	761333.3333	603500	126333.3333	0	0	768333.3333	0	512000	0	292000	595333.3333	175333.3333	617000	661333.3333	622000	0	171333.3333	496500	0	0	0	0	0	0	0	 cell cycle checkpoint protein RAD17 isoform 2 [Homo sapiens]
507	2788000	1605666.667	673333.3333	0	291000	0	0	2998333.333	1614250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 cell cycle progression protein 1 isoform 2 [Homo sapiens]
508	11566666.67	13500000	13183333.33	13133333.33	20133333.33	11046666.67	8280000	9136666.667	14500000	28300000	11023333.33	9116666.667	7706666.667	6636666.667	8360000	6920000	6866666.667	6573333.333	7940000	10563333.33	9420000	6073333.333	6400000	4010000	2626666.667	2803333.333	1676666.667	3490000	 cell division control protein 42 homolog isoform 1 precursor [Homo sapiens]
509	5556666.667	6260000	5736666.667	6230000	0	0	0	0	0	0	5060000	4760000	4363333.333	4003333.333	3706666.667	3340000	2823333.333	3290000	4383333.333	5233333.333	4163333.333	2553333.333	2870000	1906666.667	1406666.667	1696666.667	713333.3333	1800000	 cell division control protein 42 homolog isoform 2 [Homo sapiens]
510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440000	0	163333.3333	0	7582000	0	0	0	0	0	0	 cell division control protein 6 homolog [Homo sapiens]
511	2795000	2826666.667	1760000	380000	2855000	2335000	1770000	1275000	1200000	2025000	783333.3333	1064000	2263333.333	0	2243333.333	0	410000	1294000	0	1926666.667	1650000	0	2080000	1338000	897000	3990000	0	0	 cell division cycle-associated 7-like protein isoform 1 [Homo sapiens]
512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285000	140050	639000	0	2980000	0	0	0	0	0	0	0	 cell division cycle 7-related protein kinase [Homo sapiens]
513	0	0	0	0	0	0	0	0	0	0	0	0	0	3393333.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 cell growth-regulating nucleolar protein [Homo sapiens]
514	1420000	763000	451666.6667	1081333.333	3870000	1791666.667	397333.3333	368000	855000	0	2564666.667	274000	2660000	544666.6667	1504666.667	347333.3333	491666.6667	144000	748333.3333	1045000	481000	826000	553666.6667	250666.6667	421333.3333	381000	71333.33333	224000	 cell surface A33 antigen precursor [Homo sapiens]
515	3250000	3070000	2860000	2526666.667	623666.6667	2436666.667	1996666.667	2690000	1163000	5703333.333	2503333.333	2333333.333	2966666.667	2900000	2080000	2290000	2186666.667	2770000	3053333.333	2056666.667	450666.6667	2940000	1700000	2513333.333	1443333.333	565000	541333.3333	691666.6667	 cell surface glycoprotein MUC18 precursor [Homo sapiens]
516	0	0	1656000	1706666.667	1934000	1198666.667	1026000	924666.6667	2015000	1420000	1390000	929000	1202333.333	897000	1242500	810000	753000	0	1256666.667	1686666.667	0	358000	765666.6667	570000	0	263500	0	223500	 centrin-2 [Homo sapiens]
517	0	0	0	0	3533333.333	9750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1507000	0	0	0	0	0	0	 centriolar coiled-coil protein of 110 kDa isoform 1 [Homo sapiens]
518	10030000	936666.6667	4533666.667	11200000	8196666.667	1323333.333	969333.3333	2066666.667	3496666.667	0	1360000	1503333.333	926000	2070000	2130000	5376666.667	4150000	5154000	581000	5530666.667	4700000	2381666.667	4355666.667	439666.6667	194333.3333	1084333.333	0	64950	 centromere-associated protein E isoform 1 [Homo sapiens]
519	3480000	4630000	2713333.333	20730000	5486666.667	27061333.33	17406666.67	15716666.67	2730000	0	11943333.33	11650000	13643333.33	2336666.667	2153666.667	4013333.333	2630000	3533333.333	3316666.667	1751333.333	4246666.667	13336666.67	2796666.667	1713333.333	1390000	928333.3333	23833.33333	0	 centromere protein F [Homo sapiens]
520	2100000	2825000	3460000	910000	1706666.667	1496666.667	1636666.667	1490000	2186666.667	2835000	0	0	0	0	0	0	1832333.333	3360000	4543333.333	4820000	1595000	2623333.333	1224333.333	1430000	1634333.333	0	0	599000	 centrosomal protein of 120 kDa isoform 1 [Homo sapiens]
521	19133333.33	23866666.67	26033333.33	14133333.33	6923333.333	17633333.33	19866666.67	24666666.67	12233333.33	22100000	13933333.33	13166666.67	24900000	18466666.67	17666666.67	30700000	23966666.67	18600000	20200000	16166666.67	13700000	20200000	16500000	9946666.667	15166666.67	5040000	2120000	5386666.667	 centrosomal protein of 135 kDa [Homo sapiens]
522	0	913666.6667	835000	2193333.333	3905000	371500	944333.3333	746000	1346333.333	413333.3333	2260000	456666.6667	1113666.667	1467666.667	952000	1795333.333	903000	807500	508333.3333	933500	375666.6667	607000	380333.3333	1013000	1212333.333	312000	70350	92700	 centrosomal protein of 152 kDa isoform 1 [Homo sapiens]
523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2110333.333	0	2190000	0	748333.3333	1079500	0	0	582000	1170000	0	1942000	338500	546000	 centrosomal protein of 162 kDa isoform a [Homo sapiens]
524	217500	147333.3333	439000	1256666.667	0	87333.33333	516666.6667	343500	473333.3333	120666.6667	0	0	0	0	0	0	0	0	0	0	0	0	154666.6667	0	51666.66667	386566.6667	0	0	 centrosomal protein of 83 kDa [Homo sapiens]
525	0	0	0	0	0	0	0	0	0	0	1.50E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 centrosomal protein of 89 kDa [Homo sapiens]
526	1853333.333	2476666.667	1956666.667	3836666.667	5260000	1406333.333	2090000	1660000	1770000	2296666.667	2176666.667	2070000	2400000	1215666.667	1700000	2633333.333	1517666.667	1246666.667	1458666.667	2513333.333	1276333.333	1820000	1476666.667	1720000	821000	399333.3333	52666.66667	178000	 centrosome-associated protein 350 [Homo sapiens]
527	0	0	0	0	1428666.667	538666.6667	1076000	616333.3333	1383000	175666.6667	236000	482000	968666.6667	644666.6667	609666.6667	802000	0	1333333.333	490000	867500	513000	326000	522500	281000	317500	137000	267000	125666.6667	 centrosome-associated protein CEP250 [Homo sapiens]
528	0	0	0	0	0	0	0	0	0	0	3083333.333	3735000	4575000	0	2670000	4040000	0	0	0	0	0	0	0	0	0	0	0	0	 cerebellar degeneration-related protein 2-like [Homo sapiens]
529	0	0	0	0	0	0	0	0	0	0	0	437000	51333.33333	0	153333.3333	183333.3333	0	487866.6667	0	61666.66667	0	46666.66667	0	0	0	0	0	0	 ceruloplasmin precursor [Homo sapiens]
530	0	916333.3333	688000	464500	0	0	0	0	0	0	0	0	0	0	0	0	493000	168333.3333	0	234666.6667	302000	166333.3333	29533.33333	390333.3333	935333.3333	263000	51800	92700	 cGMP-dependent protein kinase 1 isoform 2 [Homo sapiens]
531	866500	2080000	0	0	446666.6667	1294500	999500	0	2237000	3735000	0	481500	702650	279666.6667	0	187666.6667	596666.6667	39050	95000	0	0	0	0	0	0	0	0	0	" cGMP-specific 3',5'-cyclic phosphodiesterase isoform 2 [Homo sapiens]"
532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506666.6667	0	1990000	0	0	0	0	0	0	 charged multivesicular body protein 2a [Homo sapiens]
533	2555000	0	0	1746000	1893000	1806666.667	0	0	1825000	0	1586666.667	76000	1600000	0	1425000	0	0	0	0	0	0	0	0	0	0	0	0	0	 charged multivesicular body protein 5 isoform 1 [Homo sapiens]
534	6736666.667	5290000	6220000	7626666.667	0	6396666.667	5340000	5113333.333	3850000	4026666.667	6840000	0	7390000	6580000	3280000	6645000	4496666.667	1650000	9490000	6376666.667	3446666.667	0	2883333.333	1326666.667	2623333.333	2196666.667	259333.3333	1723333.333	 charged multivesicular body protein 7 [Homo sapiens]
535	2816666.667	837333.3333	872000	2486666.667	3016666.667	2263333.333	1731333.333	1481333.333	2116666.667	0	2313333.333	976666.6667	2199666.667	2073333.333	2239000	1463333.333	668333.3333	940333.3333	1620666.667	2405333.333	2053333.333	1523000	1873333.333	635666.6667	807000	633666.6667	448000	503666.6667	 chloride intracellular channel protein 1 [Homo sapiens]
536	4963333.333	4666666.667	4133333.333	5026666.667	4706666.667	2930000	2783333.333	2860000	4540000	4610000	3516666.667	2516666.667	2030000	2050000	2676666.667	3470000	1416666.667	2786666.667	1970000	3936666.667	3196666.667	2866666.667	0	0	0	0	0	0	 chloride intracellular channel protein 2 [Homo sapiens]
537	5583333.333	4116666.667	4133333.333	4493333.333	4713333.333	2823333.333	2710000	2813333.333	4063333.333	5366666.667	3286666.667	3083333.333	1893333.333	1706666.667	2436666.667	3443333.333	0	0	0	0	0	0	3253333.333	1986666.667	631666.6667	691333.3333	353666.6667	671000	 chloride intracellular channel protein 4 [Homo sapiens]
538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3440000	2023333.333	692333.3333	479333.3333	237333.3333	542333.3333	 chloride intracellular channel protein 5 isoform b [Homo sapiens]
539	0	0	0	0	1440000	2610000	2266666.667	2310000	2090000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 cholesterol 7-alpha-monooxygenase [Homo sapiens]
540	0	0	0	0	0	0	0	0	0	0	1646666.667	390000	1920000	2250000	1936666.667	1460000	0	0	0	0	0	0	2825000	1885000	1210000	777000	230000	106666.6667	 chondroitin sulfate synthase 1 precursor [Homo sapiens]
541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803333.3333	0	892500	366000	273333.3333	0	0	0	0	0	0	 chromatin assembly factor 1 subunit A [Homo sapiens]
542	0	0	0	0	0	0	0	0	0	1588533.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 chromobox protein homolog 1 [Homo sapiens]
543	0	0	0	0	3853333.333	4010000	7010000	5133333.333	2993333.333	3628000	5893333.333	3780000	5356666.667	0	0	7160000	7496666.667	6043333.333	6160000	6300000	0	0	13760000	5533333.333	12926666.67	2826666.667	8496666.667	11430000	 chromodomain-helicase-DNA-binding protein 1 [Homo sapiens]
544	10002666.67	5555000	2830000	12603333.33	3853333.333	4653333.333	7576666.667	6120000	2993333.333	5285000	5893333.333	4570000	5886666.667	0	0	6430000	7610000	6176666.667	5786666.667	6300000	0	0	10103333.33	5503333.333	13976666.67	2916666.667	8366666.667	11430000	 chromodomain-helicase-DNA-binding protein 2 isoform 1 [Homo sapiens]
545	2663333.333	5230000	1443333.333	2333666.667	0	4173333.333	2023666.667	5190000	0	0	0	0	2380000	359500	1659333.333	2405000	0	3100000	0	0	0	0	0	0	0	0	0	0	 chromodomain-helicase-DNA-binding protein 5 [Homo sapiens]
546	757000	0	0	2370333.333	643333.3333	0	1141000	0	621666.6667	0	0	0	0	0	0	0	0	0	1671000	0	0	0	0	0	0	0	0	0	 chromodomain-helicase-DNA-binding protein 6 [Homo sapiens]
547	0	0	0	0	483333.3333	0	0	0	408666.6667	0	2711333.333	1686366.667	302000	794500	0	168666.6667	0	0	0	0	0	0	0	0	0	0	0	0	 chromodomain-helicase-DNA-binding protein 7 [Homo sapiens]
548	1464666.667	1520000	4710000	7180000	8656666.667	2543333.333	3600000	1113500	1396900	3840000	3450000	2813333.333	1926666.667	2343333.333	1690000	800666.6667	849500	840500	927666.6667	4096666.667	1145666.667	1143333.333	2200000	2166666.667	738500	552000	791000	504333.3333	 chromogranin-A preproprotein [Homo sapiens]
549	0	0	0	0	0	0	0	0	0	0	780000	506666.6667	594000	1003500	641000	957500	0	0	0	0	0	0	0	390333.3333	935333.3333	263000	157233.3333	92700	 chromosome-associated kinesin KIF4A [Homo sapiens]
550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423333.3333	1145333.333	794000	0	0	0	 chymase preproprotein [Homo sapiens]
551	0	0	0	0	0	0	0	0	3536666.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 cingulin-like protein 1 [Homo sapiens]
552	26166666.67	20733333.33	18366666.67	23500000	28700000	18900000	1.50E+07	18400000	17400000	35266666.67	22233333.33	17666666.67	14533333.33	15566666.67	10900000	13086666.67	11596666.67	1.60E+07	12366666.67	15866666.67	10870000	12800000	0	0	0	0	0	0	" citrate synthase, mitochondrial precursor [Homo sapiens]"
553	36900000	40700000	27466666.67	45933333.33	67633333.33	28833333.33	41833333.33	27133333.33	37166666.67	68566666.67	24800000	28100000	27500000	26366666.67	25033333.33	20500000	35466666.67	16733333.33	25733333.33	30233333.33	32566666.67	20133333.33	17833333.33	12500000	16666666.67	9736666.667	8316666.667	11400000	 clathrin heavy chain 1 isoform 1 [Homo sapiens]
554	2823333.333	2596666.667	2706666.667	5693333.333	3588666.667	3476666.667	1956666.667	2160000	2940000	928966.6667	2150000	1098666.667	1230000	1080000	1267333.333	1944666.667	1143000	1700000	1220000	1625666.667	1296666.667	1390000	1054666.667	1556666.667	745000	377333.3333	66666.66667	463000	 clathrin light chain A isoform a [Homo sapiens]
555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4623333.333	0	0	0	0	0	0	0	 cleavage and polyadenylation specificity factor subunit 1 [Homo sapiens]
556	327666.6667	242000	191300	661333.3333	1380000	364333.3333	347333.3333	159833.3333	651333.3333	234000	678666.6667	471000	387666.6667	452000	519833.3333	488333.3333	115233.3333	113533.3333	255666.6667	326333.3333	565000	244666.6667	319000	265133.3333	93666.66667	265000	54900	158166.6667	 cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]
557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232000	0	29800	0	0	0	 cleavage and polyadenylation specificity factor subunit 7 isoform 2 [Homo sapiens]
558	0	0	0	0	563333.3333	480000	0	0	398500	403500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 CMT1A duplicated region transcript 4 protein [Homo sapiens]
559	4246666.667	6.00E+06	4370000	8003333.333	13566666.67	5673333.333	4210000	3876666.667	1.60E+07	1463333.333	4473333.333	7373333.333	2673333.333	4060000	4506666.667	3013333.333	3913333.333	3923333.333	3780000	6466666.667	8410000	3066666.667	4850000	2423333.333	2106666.667	1823333.333	328333.3333	659666.6667	 coactosin-like protein [Homo sapiens]
560	2473333.333	0	0	964666.6667	659666.6667	1264500	0	0	383333.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	500666.6667	0	0	55666.66667	0	0	 coagulation factor V precursor [Homo sapiens]
561	52666.66667	0	0	1690333.333	0	21233.33333	0	0	100100	750666.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 coagulation factor XIII A chain precursor [Homo sapiens]
562	524333.3333	892333.3333	1467000	2773333.333	9170000	703000	2733333.333	397666.6667	4556666.667	5246666.667	2170000	2106666.667	2593333.333	2518333.333	2500000	1540000	2780000	1289000	1562666.667	5840000	3756666.667	1717000	3696666.667	1860000	1021666.667	1113333.333	504666.6667	628000	 coatomer subunit alpha isoform 1 [Homo sapiens]
563	5382500	3272000	655500	2720666.667	1560000	872000	664666.6667	5201000	422000	1444000	296333.3333	447000	193333.3333	238000	4572333.333	6736666.667	627333.3333	283666.6667	170733.3333	1084333.333	7380000	597000	231333.3333	138666.6667	243500	323000	115333.3333	163950	 coatomer subunit beta' [Homo sapiens]
564	920333.3333	2310000	1164333.333	3186666.667	6440000	1390000	1996666.667	1411666.667	1466666.667	2613333.333	2260000	1264666.667	2143333.333	1776666.667	664666.6667	815000	2880000	561666.6667	874666.6667	2523333.333	2076666.667	1263333.333	1232333.333	901333.3333	629000	394666.6667	417333.3333	289000	 coatomer subunit beta [Homo sapiens]
565	0	0	0	0	1028666.667	278000	201500	0	1021500	925333.3333	722000	0	409500	0	0	0	0	108500	256000	924333.3333	926000	0	0	0	0	100250	97133.33333	78000	 coatomer subunit delta isoform 1 [Homo sapiens]
566	0	594000	293000	0	1114666.667	193333.3333	0	0	0	163866.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	155333.3333	0	73733.33333	79000	54633.33333	 coatomer subunit epsilon isoform a [Homo sapiens]
567	347500	403666.6667	255666.6667	411333.3333	1135000	0	0	80000	354000	587333.3333	1733500	370000	348000	282000	72666.66667	332666.6667	896666.6667	468500	279333.3333	274000	341666.6667	617666.6667	273333.3333	132500	172666.6667	213000	0	0	 coatomer subunit gamma-1 [Homo sapiens]
568	2650666.667	1596666.667	1220000	2240000	2876666.667	1216666.667	1248000	1676666.667	2523333.333	3373333.333	1350000	1169000	3243333.333	1116666.667	2034333.333	803666.6667	2736666.667	2940000	2903333.333	2800000	1160000	961666.6667	946666.6667	518333.3333	514000	580333.3333	286333.3333	834333.3333	 coatomer subunit gamma-2 isoform 1 [Homo sapiens]
569	204800	748000	46666.66667	615666.6667	918000	309000	349333.3333	198233.3333	992000	788666.6667	485666.6667	334000	316000	569333.3333	296000	120666.6667	0	0	0	533666.6667	360500	79300	0	0	0	0	0	0	 coatomer subunit zeta-1 isoform 1 [Homo sapiens]
570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886333.3333	570000	483900	0	1193000	0	0	2263333.333	146666.6667	0	165666.6667	26933.33333	 cocaine esterase isoform 2 [Homo sapiens]
571	6.30E+07	71800000	62200000	68066666.67	95933333.33	65966666.67	62566666.67	56500000	51566666.67	74466666.67	47833333.33	40700000	51200000	38700000	54466666.67	47166666.67	47033333.33	4.00E+07	47266666.67	52066666.67	50900000	36266666.67	34333333.33	37233333.33	30066666.67	23133333.33	12800000	17400000	 cofilin-1 [Homo sapiens]
